rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,1,2017-11-10,North Carolina,,Northern Iowa,REG (Non-Conf),W 86-69,,14,3,4,0.75,0,0,3,4,0.75,0.75,3,5,0.6,3,5,8,1,0,0,0,0,9,10.9,H,1,1,sterling-manley-1,Sterling Manley,2018
2,2,2,2017-11-15,North Carolina,,Bucknell,REG (Non-Conf),W 93-81,,17,6,10,0.6,0,0,6,10,0.6,0.6,4,5,0.8,7,6,13,0,0,2,2,0,16,17.1,H,1,1,sterling-manley-1,Sterling Manley,2018
3,3,3,2017-11-20,North Carolina,@,Stanford,REG (Non-Conf),W 96-72,,12,3,4,0.75,0,0,3,4,0.75,0.75,1,1,1.0,2,3,5,0,0,0,3,4,7,3.1,A,1,1,sterling-manley-1,Sterling Manley,2018
4,4,4,2017-11-23,North Carolina,N,Portland,REG (Non-Conf),W 102-78,,14,1,4,0.25,0,0,1,4,0.25,0.25,3,4,0.75,1,7,8,1,1,1,2,3,5,4.2,N,1,1,sterling-manley-1,Sterling Manley,2018
5,5,5,2017-11-24,North Carolina,N,Arkansas,REG (Non-Conf),W 87-68,,8,1,1,1.0,0,0,1,1,1.0,1.0,2,2,1.0,0,2,2,0,0,0,2,0,4,2.3,N,1,1,sterling-manley-1,Sterling Manley,2018
6,6,6,2017-11-26,North Carolina,N,Michigan State,REG (Non-Conf),L 45-63,,10,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,0,1,1,0,0,0,0,3,0,-2.3,N,0,1,sterling-manley-1,Sterling Manley,2018
7,7,7,2017-11-29,North Carolina,,Michigan,REG (Non-Conf),W 86-71,,13,2,3,0.667,0,0,2,3,0.667,0.667,0,0,,1,5,6,1,0,1,3,1,4,2.9,H,1,1,sterling-manley-1,Sterling Manley,2018
8,8,8,2017-12-01,North Carolina,N,Davidson,REG (Non-Conf),W 85-75,,10,2,2,1.0,0,0,2,2,1.0,1.0,3,5,0.6,0,4,4,0,0,1,0,1,7,7.1,N,1,1,sterling-manley-1,Sterling Manley,2018
9,9,9,2017-12-03,North Carolina,,Tulane,REG (Non-Conf),W 97-73,,14,3,4,0.75,0,0,3,4,0.75,0.75,1,4,0.25,0,3,3,0,0,0,1,2,7,3.3,H,1,1,sterling-manley-1,Sterling Manley,2018
10,10,10,2017-12-06,North Carolina,,Western Carolina,REG (Non-Conf),W 104-61,,13,3,4,0.75,0,0,3,4,0.75,0.75,3,6,0.5,2,2,4,0,0,2,3,0,9,6.6,H,1,1,sterling-manley-1,Sterling Manley,2018
11,11,11,2017-12-17,North Carolina,@,Tennessee,REG (Non-Conf),W 78-73,,19,5,8,0.625,0,0,5,8,0.625,0.625,0,2,0.0,4,4,8,1,0,1,1,3,10,8.8,A,1,1,sterling-manley-1,Sterling Manley,2018
12,12,12,2017-12-20,North Carolina,,Wofford,REG (Non-Conf),L 75-79,,7,1,2,0.5,0,0,1,2,0.5,0.5,1,3,0.333,2,1,3,0,0,1,0,2,3,2.8,H,0,1,sterling-manley-1,Sterling Manley,2018
13,13,13,2017-12-23,North Carolina,N,Ohio State,REG (Non-Conf),W 86-72,,11,0,2,0.0,0,0,0,2,0.0,0.0,1,2,0.5,0,2,2,1,0,0,0,1,1,0.1,N,1,1,sterling-manley-1,Sterling Manley,2018
14,14,14,2017-12-30,North Carolina,,Wake Forest,REG (Conf),W 73-69,,8,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,1,1,2,0,0,3,0,2,2,2.6,H,1,1,sterling-manley-1,Sterling Manley,2018
15,15,15,2018-01-03,North Carolina,@,Florida State,REG (Conf),L 80-81,,15,2,3,0.667,0,0,2,3,0.667,0.667,2,2,1.0,4,1,5,1,0,0,0,0,6,8.5,A,0,1,sterling-manley-1,Sterling Manley,2018
16,16,16,2018-01-06,North Carolina,@,Virginia,REG (Conf),L 49-61,,12,0,2,0.0,0,0,0,2,0.0,0.0,4,4,1.0,4,3,7,0,0,0,3,1,4,2.9,A,0,1,sterling-manley-1,Sterling Manley,2018
17,17,17,2018-01-09,North Carolina,,Boston College,REG (Conf),W 96-66,,11,4,8,0.5,0,0,4,8,0.5,0.5,1,1,1.0,3,2,5,1,0,1,1,1,9,7.7,H,1,1,sterling-manley-1,Sterling Manley,2018
