team_abbrev,team_name,year,seed,wins,exit_round,adj_o,adj_d,adj_em,barthag,wab,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,fg3_pct,fg3_d_pct,ft_pct,off_cv,off_mean,off_range_80_20,pct_games_above_mean_o,def_cv,efg_cv,to_cv,to_std,margin_std,margin_mean,pct_games_close,pct_games_blown,off_win_loss_gap,off_last10_std,off_last10_mean,off_rating_vs_tier1_mean,off_rating_vs_tier2_mean,off_rating_vs_tier3_mean,efg_vs_tier1_mean,efg_vs_tier2_mean,efg_vs_tier3_mean,to_vs_tier1_mean,to_vs_tier2_mean,to_vs_tier3_mean,or_vs_tier1_mean,or_vs_tier2_mean,or_vs_tier3_mean,off_rating_dropoff_t1_vs_t3,efg_dropoff_t1_vs_t3,to_dropoff_t1_vs_t3,or_dropoff_t1_vs_t3,n_tier1_games,off_neutral_mean,home_away_gap,home_neutral_gap,win_pct_neutral,star_pts_cv,star_pts_mean,top8_pts_cv_mean,top8_pts_cv_max,star_fg_pct_cv,star_fg_pct_mean,top8_fg_pct_cv_mean,top8_fg_pct_cv_max,top8_fg3_pct_cv_mean,top8_fg3_pct_cv_max,top8_ft_pct_cv_mean,top8_orb_cv_mean,top8_orb_cv_max,top8_blk_cv_mean,top8_blk_cv_max,top8_stl_cv_mean,top8_stl_cv_max,top8_pts_cv_std,top8_pts_mean_std,star_pts_reliable_pct,team_fg2_pct_cv,team_fg3_pct_cv,team_ft_pct_cv,team_pts_cv,team_orb_cv,team_drb_cv,team_trb_cv,team_ast_cv,team_stl_cv,team_blk_cv,team_tov_cv,team_pf_cv,team_pts_allowed_cv,team_opp_fg3_pct_cv,team_opp_ft_pct_cv,team_opp_orb_cv,team_opp_tov_cv,team_opp_blk_cv,team_ast_to_ratio_cv,team_opp_efg_cv
connecticut,UConn,2011,3,6,Champion,113.76479529116,93.930308075108,19.834487216051997,0.90053383141072,6.7652456925964,48.1,45.3,17.5,18.1,39.5,34.7,34.3,27.4,33.2,33.5,75.5,0.1077292438759483,108.10666666666663,22.939999999999998,0.5333333333333333,0.08501779730862466,0.16031028858294324,0.2727669704755164,4.691591892178882,6.8320891557231835,2.305240673333333,0.5666666666666667,0.0,14.231746031746013,11.619432956139564,101.47,104.39411764705882,108.62499999999999,114.88888888888889,47.370588235294115,50.425000000000004,49.166666666666664,17.229411764705883,16.725,17.355555555555558,35.7764705882353,34.4,43.900000000000006,10.494771241830065,1.7960784313725497,0.12614379084967453,8.123529411764707,17,115.16666666666667,7.452352941176457,-5.0843137254901904,1.0,0.3133136121020607,23.133333333333333,0.7748184676395851,1.420262446226117,0.2953727901232306,0.43246666666666667,0.6081880362787393,0.9579991972394117,1.056815334654235,1.4881565083094654,0.44029195761696577,1.1181180570930964,1.824757896081105,2.0304491315513773,3.8056219755369374,1.571242590460171,2.4211709905575116,0.3320350743680366,6.064462740699569,0.43333333333333335,0.1610443319127276,0.3103288743736103,0.15468133347177057,0.13394327976560422,0.4338534286511206,0.20232727123570315,0.24060688731546503,0.38015287592765457,0.3160644365348857,0.49682249190431343,0.28157740655425634,0.24459613360959268,0.14383915571686154,0.32558613313682677,0.18162340678310102,0.28755564281174917,0.26178578413965775,0.5108325321587871,0.4879147721950486,0.1723867451889458
butler,Butler,2011,8,5,Runner-up,111.624014864,96.534253659662,15.089761204338004,0.84160788929793,-0.37639240508453,51.0,48.8,17.1,19.1,32.4,27.4,38.4,39.5,36.2,32.7,72.8,0.12597072513939594,109.58275862068966,21.120000000000005,0.5172413793103449,0.1256728457447731,0.14448140672478768,0.3066995280865418,5.195913039617863,6.629979350471864,4.153749620689655,0.5517241379310345,0.034482758620689655,21.128888888888895,8.123108326797624,109.64000000000001,98.14,114.125,111.535,46.98,54.02499999999999,51.515,18.76,17.45,16.385000000000005,25.139999999999997,34.7,33.255,13.394999999999996,4.535000000000004,-2.3749999999999964,8.115000000000006,5,106.575,11.91794871794869,9.209615384615361,0.75,0.3570694540763783,16.79310344827586,0.6234544805087936,0.8658368176135289,0.3327425806810071,0.5086896551724137,0.5428248770956328,0.8242504836538365,0.8165623281251798,1.1457787693775379,0.4369452314663152,1.221108552786632,1.809934272001477,3.353625300861997,5.4772255750516585,1.3268707335020318,1.959260188047649,0.17641243872621573,4.411139280107151,0.5862068965517241,0.18250079447273287,0.2637782608101946,0.16505266519945355,0.14044366153444204,0.3290920573310559,0.18577096503981785,0.16633647493345255,0.258396119902721,0.5288605549575789,0.8343702129775983,0.34831545794458085,0.24370577807901772,0.16824939687584575,0.3025215294690631,0.20258004260786602,0.38457713166724605,0.23378395144370967,0.6067622636346982,0.560577320521952,0.1602645900880084
kentucky,Kentucky,2011,4,4,F4,118.44902900665,92.224120242129,26.22490876452099,0.94674821379283,5.166874788257,52.4,44.0,15.9,18.3,35.2,30.8,37.1,30.7,39.7,33.2,71.8,0.11332015641137923,114.00000000000003,23.159999999999997,0.5,0.11808822808334446,0.1542934204905315,0.25478893388179447,4.134375100455252,8.220593558834517,6.0024264,0.43333333333333335,0.03333333333333333,14.079545454545482,11.05824981128971,113.84,108.5,109.06666666666666,121.96666666666665,48.48333333333333,48.88333333333333,58.475,16.658333333333335,14.833333333333334,16.491666666666664,35.99166666666667,33.81666666666667,36.483333333333334,13.466666666666654,9.991666666666674,-0.1666666666666714,0.49166666666666714,12,105.32499999999999,12.744848484848461,15.40166666666667,0.75,0.2869892354611695,17.7,0.7362504321255416,1.6665604578509237,0.24533642109952253,0.4550666666666667,0.5719769627096742,1.3012220002682982,1.1645507365616878,2.0597146021777486,0.4496633928600002,1.0706354345140041,1.8605210188381263,1.6597464561312778,3.6028834606144615,1.6705593231540465,3.6028834606144615,0.44101842550334264,5.940619352430047,0.6,0.18502909344223226,0.27079604919289146,0.16269026154241645,0.10905811522068812,0.3594370012189746,0.18449681749655586,0.16633377493003307,0.31899078034279454,0.3705140658771847,0.3760195093885026,0.2599853547705195,0.24238591802217815,0.14845030373255014,0.4391704463101485,0.17287074963763943,0.32374831244760416,0.2613394122068278,0.559544770656476,0.33307769244563734,0.17987970502509693
virginia-commonwealth,VCU,2011,11,4,F4,108.78391475388,100.55205073017,8.231864023710003,0.71195780253993,-1.9298962139427,50.9,50.4,17.5,22.5,31.6,36.4,37.0,34.0,35.9,35.5,71.9,0.12809107246967774,108.36451612903227,29.0,0.4838709677419355,0.09597079575563619,0.14097963351293916,0.2731947801832916,4.754470448673736,7.151561940401522,2.16373935483871,0.45161290322580644,0.06451612903225806,17.041904761904746,13.97806217693362,108.47999999999999,94.07499999999999,101.54285714285713,113.61000000000001,45.349999999999994,49.32857142857143,52.725,17.5,18.457142857142856,17.015,26.475,28.14285714285714,34.14,19.535000000000025,7.375000000000007,-0.48499999999999943,7.664999999999999,4,102.09999999999998,-0.3571428571428754,6.757142857142881,0.6666666666666666,0.38460017195095003,14.766666666666667,0.6683130758750951,1.0169593119340425,0.3102536043546509,0.5108,0.5797387427854058,0.8842625864355321,1.0979782969780683,2.4088073690472784,0.36413596293524975,1.1385602751496282,1.7139839692459071,2.5208554759688124,5.567764362830025,1.0119208182127246,1.3693063937629153,0.2040884192651877,4.180081953607997,0.7,0.18751034070431086,0.2603514698094971,0.16230132673300252,0.16416608936194194,0.3716138624941307,0.2089083754504193,0.18088293622729942,0.30401011805795436,0.3728607630274276,0.424153439836128,0.3102257916692991,0.2124519753655745,0.15369252024263783,0.38937920325274905,0.13019912467835043,0.3531821373964619,0.30782105184259734,0.5692199042857058,0.3986270450383738,0.13892097727642233
kansas,Kansas,2011,1,3,E8,119.96217589776,89.431962371059,30.530213526701004,0.96699489787557,10.217316697392,57.7,44.7,19.1,20.3,36.5,28.0,40.6,32.8,38.7,29.4,68.1,0.13282279288710455,117.01290322580644,26.599999999999994,0.5806451612903226,0.13886493673511247,0.14659700261244515,0.2582096190671848,4.9934408590573325,6.68866218762912,9.59172064516129,0.0967741935483871,0.0,25.93620689655171,16.132400110750208,119.91,106.13333333333334,115.98461538461538,129.37777777777777,52.02222222222222,58.800000000000004,63.48888888888889,20.68888888888889,20.153846153846153,16.811111111111114,35.077777777777776,35.50000000000001,40.16666666666666,23.244444444444426,11.466666666666669,-3.8777777777777764,5.0888888888888815,9,120.06666666666666,6.060000000000002,-1.2166666666666544,1.0,0.33686232782737646,17.258064516129032,0.5579459330164976,0.7235030958817218,0.24095941619304953,0.6153548387096773,0.44898268052496215,0.6474081832780174,0.9141281425191538,1.1693482364896866,0.4329706122527212,1.1818751588889786,1.6394271467618042,2.0089750228846825,4.358898943540673,1.0935531555572462,1.4015864027752425,0.14714318637651255,3.520705658084807,0.6451612903225806,0.1511215117056066,0.2591422922138381,0.14235700812626198,0.1439409237849448,0.3156504567179285,0.20690539060302268,0.18128650873004065,0.2560110142576349,0.38913224032281046,0.5855882343822437,0.2720884487821844,0.22844149029412592,0.17879373590816877,0.5207720970845114,0.20445094899818597,0.41937361055453315,0.30226898613656195,0.5403745804701737,0.4454925062759534,0.20994168146017056
north-carolina,UNC,2011,2,3,E8,110.15708126919,89.113617103794,21.043464165396003,0.91967540130248,7.2851694779221,49.2,46.1,18.7,19.6,37.2,29.8,37.9,24.8,33.3,32.7,66.3,0.15109278745908877,106.21333333333332,24.660000000000025,0.43333333333333335,0.11634964704209529,0.18268848593366047,0.2595920723357379,4.711596112893643,7.2154259516112695,4.8402631000000005,0.43333333333333335,0.0,19.329166666666637,16.537916031552058,108.56000000000002,101.575,103.6125,113.85999999999999,48.00833333333335,48.3625,50.940000000000005,18.941666666666666,18.05,17.279999999999998,33.574999999999996,32.9625,42.67,12.284999999999982,2.9316666666666578,-1.6616666666666688,9.095000000000006,12,105.52000000000001,4.536666666666633,2.646666666666647,0.4,0.35997294157360293,14.566666666666666,0.5360676478354391,0.7510402695524574,0.2525376372367451,0.5377666666666667,0.49549713231651893,0.6939147795931416,1.0142978498589383,1.5107638489874606,0.522921921553097,1.201578344384894,3.0512857662936463,2.543812818946759,5.477225575051659,1.3210000242895177,2.4211709905575116,0.15432282719807444,3.5528098110890505,0.6666666666666666,0.14014085949326216,0.43472050691596403,0.17187533725309243,0.1757157029658026,0.29845848888893556,0.13280969628894657,0.1319373834323849,0.375366277310508,0.39797316223231216,0.5183360379503059,0.26696867106260896,0.21591319241007284,0.14424625983273587,0.36787629393689963,0.20745793674971516,0.3304898072809075,0.2599193292270526,0.5204256329677087,0.5270594866245659,0.14709248348172183
arizona,Arizona,2011,5,3,E8,115.72640057065,95.739392619975,19.987007950674993,0.89847446286532,4.6238257006488,54.4,48.4,18.9,18.7,33.3,29.0,44.1,36.3,39.9,28.8,74.7,0.1252768706349139,112.68387096774194,19.0,0.5161290322580645,0.10470143256308889,0.1586405787953667,0.2225042885465549,4.240501086235634,7.2662179513621865,5.039407841935484,0.25806451612903225,0.03225806451612903,25.00733333333335,16.18360281272375,111.47,101.65,116.475,118.28235294117647,49.6,58.05,57.241176470588236,19.58,18.625,18.852941176470587,30.069999999999993,30.174999999999997,36.0,16.632352941176464,7.641176470588235,-0.7270588235294113,5.930000000000007,10,103.16666666666667,15.368449197860983,16.574509803921572,0.3333333333333333,0.3095490715500601,18.838709677419356,0.5969428530479151,0.7049880734125568,0.289197381611048,0.6470967741935483,0.5102370174228975,0.6606831012139678,1.0049803367478654,1.4662935879517067,0.398883389333212,1.4216637317285579,2.3180451534284945,2.233417394193526,5.567764362830026,1.5012568991913815,2.817090697865441,0.12454651466898053,4.086185754692539,0.6451612903225806,0.2320552604154953,0.315696947850047,0.1406123974419053,0.14899673526024226,0.38436493807063227,0.20952250114534113,0.1830058709617375,0.29080280770524414,0.474387848509067,0.5154946337415922,0.27335505373900026,0.25301870391073583,0.2022838247847733,0.464523428609554,0.1420446069473977,0.3892373316029741,0.3147067371663363,1.0269551873492562,0.40176317593643174,0.1748735680005097
florida,Florida,2011,2,3,E8,113.32617365696,94.140214573593,19.185959083366996,0.89407663553363,5.2348863017675,51.7,47.6,19.1,19.3,38.4,29.9,35.9,26.6,35.6,31.9,66.7,0.12624139760179665,109.52333333333334,20.82000000000002,0.5666666666666667,0.12534513046997867,0.145428249491058,0.30712915147679515,5.836477641897364,5.858792762024497,3.8553010999999997,0.6,0.0,8.466666666666654,11.722765126975043,111.79,108.85454545454546,118.17500000000001,107.70666666666665,53.63636363636363,53.10000000000001,49.1,20.90909090909091,11.175,19.69333333333333,35.69090909090909,31.674999999999997,42.38666666666666,-1.1478787878788097,-4.536363636363632,-1.2157575757575785,6.695757575757575,11,99.5,3.64823529411764,12.48823529411763,0.6666666666666666,0.3665520333077535,14.466666666666667,0.6306674649280686,1.110371911062629,0.4198219805208054,0.4228,0.5081495881647347,1.082208950388469,1.1079454485334963,2.2360679774997902,0.5062575718888559,1.098252544175549,1.5536386656646635,1.5258009164921142,2.4211709905575116,1.34912130405298,2.0899760764181003,0.2650506531038137,4.452991131534199,0.6333333333333333,0.15426083533353782,0.2613909045031413,0.16997298878555353,0.18037489889987823,0.33366517996498807,0.18085613128361383,0.1745131108913113,0.32026302349758456,0.5553878882415245,0.5030769336407427,0.29173265308024793,0.22376810955205206,0.20371182640932226,0.3232978007008189,0.24495084371183098,0.3550866671911607,0.3643872996100577,0.6012381485912484,0.545731431220703,0.18239926897688458
san-diego-state,San Diego State,2011,2,2,S16,112.34935386746,89.855675642286,22.49367822517399,0.92885267310806,8.7368374738821,50.8,43.9,17.2,19.9,37.6,30.0,32.7,28.9,33.6,30.5,70.0,0.1289631205705188,110.93793103448276,19.22,0.5172413793103449,0.10803989310593459,0.15914921819801056,0.298218588306222,5.127303038947666,5.9071955197921575,4.931682137931036,0.6206896551724138,0.0,16.52777777777777,14.21752049018706,109.42999999999999,99.60000000000001,111.88571428571427,114.77499999999999,45.5,52.214285714285715,52.306250000000006,18.9,14.728571428571428,17.63125,36.75,29.91428571428571,40.8625,15.174999999999983,6.806250000000006,-1.2687499999999972,4.112499999999997,6,108.625,4.470512820512795,4.828846153846129,1.0,0.34074814148560906,15.233333333333333,0.6770201272403038,1.1973505723866786,0.3067729055384921,0.4333,0.48285755784381057,0.7873617784391004,1.3211440578426845,1.984313483298443,0.5485107680877535,1.2303948785377257,1.9929563467371785,2.4735500097990393,5.567764362830026,1.648113482410967,4.0,0.25256406739897225,3.8121020215111683,0.7,0.1789874422196229,0.4642186133978495,0.19836221095234485,0.17026862780719162,0.2957043936693774,0.21933259650336198,0.17144711789005077,0.26529891334621974,0.37761434373258734,0.5311957161808526,0.27187870861668245,0.26589834046661276,0.15747817811710155,0.4578711082537455,0.16959996213101333,0.40071872661025487,0.2937338748669705,0.9117491936666243,0.5814803668917028,0.14255916458623755
duke,Duke,2011,1,2,S16,118.32830539824,88.935065069544,29.39324032869601,0.96387233359459,9.2885910943964,53.6,43.8,17.3,21.3,35.4,33.5,37.4,30.2,37.5,31.6,75.0,0.12122226142247584,114.60967741935485,23.0,0.5161290322580645,0.11692036306303082,0.1336639006431252,0.31783511571052986,5.4257530075487885,7.8361307620792875,6.949511451612903,0.25806451612903225,0.03225806451612903,20.76388888888887,13.539674212394392,108.95,105.84615384615387,115.84444444444443,126.03333333333333,49.79230769230769,55.97777777777778,56.41111111111112,18.976923076923075,17.600000000000005,13.788888888888891,33.676923076923075,33.01111111111111,38.15555555555555,20.187179487179463,6.618803418803431,-5.188034188034184,4.478632478632477,13,111.15,5.292352941176489,5.932352941176475,1.0,0.31468216172051083,21.580645161290324,0.6016291563998237,0.8337318827803547,0.32665659027622496,0.47580645161290325,0.4790023958969417,0.69818499057035,0.722499976310611,1.0810550296807846,0.4075106997809794,1.1762193988452956,2.202348777113748,1.8888952983946292,3.1055505863605646,1.157306457339196,1.6503522507150794,0.20177212067244282,5.92184801583006,0.6129032258064516,0.153458813951067,0.2623529048008725,0.14477228944291345,0.1523575107293816,0.2983995875225833,0.16796407202312377,0.14404150274378363,0.3406441623708454,0.3979563324723221,0.5189906735026187,0.33909730913281166,0.19806024566604852,0.1749762126807332,0.40402538219156925,0.2236926644926599,0.3300762983729047,0.3163848311495717,0.6578371135125344,0.5058186465579131,0.16441730306990085
